"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
1117,69241,17,"incomplete compulsory school","single, never married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1983,"D","D","D","D","D","D","D","D","D","D","D","D"
1118,94731,43,"maturity","married",2,2,16,7,"Ticino","Suburban communes","woman",1957,"D","D","D","D","D","D","D","D","D","D","D","D"
1119,77401,62,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1938,"A","A","A","A","A","A","A","A","A","A","A","A"
1120,79301,34,"university, higher specialized school","single, never married",1,0,-3,-3,"Zurich","Peripheral urban communes","woman",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
1121,68381,21,"apprenticeship","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1979,"A","A","A","A","A","A","A","A","A","A","A","A"
1122,86791,17,"compulsory school, elementary vocational training","single, never married",3,1,14,14,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1983,"D","D","C","C","C","C","C","C","C","C","C","C"
1123,81341,57,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
1124,20961,44,"technical or vocational school","divorced",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1956,"A","A","A","A","A","A","A","A","A","A","A","A"
1125,68041,52,"full-time vocational school","married",2,2,13,8,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1948,"D","D","D","D","D","D","D","D","D","D","D","D"
1126,105911,75,"university, higher specialized school","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
1127,28541,55,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Wealthy communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
1128,13731,75,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
1129,134981,35,"apprenticeship","divorced",2,2,13,9,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1965,"C","C","C","C","C","C","C","C","C","C","C","C"
1130,51021,78,"incomplete compulsory school","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1922,"D","D","D","D","D","D","D","D","D","D","D","D"
1131,53571,32,"technical or vocational school","married",2,2,4,2,"Lake Geneva (VD, VS, GE)","Rural commuter communes","woman",1968,"C","C","C","C","C","C","C","C","C","C","C","C"
1132,77481,89,"apprenticeship","single, never married",1,0,-3,-3,"Zurich","Centres","man",1911,"D","D","D","D","D","D","D","D","D","D","D","D"
1133,80441,54,"vocational high school","separated",2,0,-3,-3,"Zurich","Rural commuter communes","woman",1946,"C","C","C","C","C","C","C","C","C","C","C","C"
1134,63271,75,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
1135,141571,43,"university, higher specialized school","married",2,2,13,12,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral urban communes","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
1136,25151,37,"apprenticeship","divorced",1,0,-3,-3,"Zurich","Suburban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
1137,4141,57,"maturity","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1943,"B","B","B","B","B","B","B","D","D","D","D","D"
1138,108551,46,"vocational high school","married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1139,78631,55,"incomplete compulsory school","married",2,0,-3,-3,"Zurich","Suburban communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
1140,59311,51,"full-time vocational school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1949,"B","B","B","B","B","B","B","B","B","B","B","B"
1141,127251,14,"incomplete compulsory school","single, never married",3,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1142,104321,70,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
1143,121311,33,"maturity","married",2,3,7,1,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","D","D"
1144,25731,33,"full-time vocational school","married",2,3,6,0,"Zurich","Suburban communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","D","D"
1145,20941,30,"maturity","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1970,"A","A","A","A","A","A","A","A","A","A","A","D"
1146,120131,35,"apprenticeship","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
1147,102811,45,"compulsory school, elementary vocational training","married",4,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1955,"A","A","A","A","A","A","A","A","A","A","B","B"
1148,2691,30,"compulsory school, elementary vocational training","married",2,2,4,1,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1970,"D","D","D","D","D","D","D","D","D","D","D","D"
1149,99741,23,"maturity","single, never married",5,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1977,"C","C","C","C","C","C","C","C","C","C","C","C"
1150,5031,27,"apprenticeship","single, never married",2,1,3,3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
1151,87431,47,"compulsory school, elementary vocational training","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","woman",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
1152,72581,37,"apprenticeship","single, never married",1,1,6,6,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","woman",1963,"B","B","B","B","B","B","B","B","B","B","B","B"
1153,26181,33,"apprenticeship","single, never married",1,1,6,6,"Zurich","Suburban communes","woman",1967,"B","B","B","B","B","B","B","B","B","B","B","B"
1154,13421,40,"apprenticeship","married",2,2,6,3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1960,"D","D","D","D","D","D","D","D","D","D","D","D"
1155,96181,48,"compulsory school, elementary vocational training","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1952,"D","D","D","D","D","D","D","D","D","D","D","D"
1156,7181,71,"compulsory school, elementary vocational training","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1157,107701,41,"vocational high education","married",2,3,13,9,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
1158,29441,63,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Zurich","Suburban communes","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
1159,24361,42,"apprenticeship","married",2,2,14,12,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
1160,3811,40,"university, higher specialized school","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Centres","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
1161,87191,59,"technical or vocational school","married",4,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","B"
1162,101901,22,"general training school","single, never married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1978,"A","A","A","A","A","A","A","A","A","A","A","A"
1163,1721,25,"apprenticeship","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
1164,77621,73,"apprenticeship","married",2,0,-3,-3,"Zurich","Centres","man",1927,"D","D","D","D","D","D","D","D","D","D","D","D"
1165,58171,31,"apprenticeship","married",2,2,5,2,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
1166,18091,48,"apprenticeship","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
1167,73031,14,"incomplete compulsory school","single, never married",2,3,14,9,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
1168,44911,34,"university, higher specialized school","single, never married",3,0,-3,-3,"Ticino","Suburban communes","man",1966,"D","D","D","D","D","D","D","D","D","D","D","D"
1169,98131,56,"apprenticeship","married",4,1,12,12,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1944,"A","A","A","A","A","A","A","A","A","A","A","B"
1170,38321,29,"full-time vocational school","married",2,1,5,5,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","woman",1971,"D","D","D","D","D","D","D","D","D","D","D","D"
1171,69641,68,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1172,95171,31,"apprenticeship","separated",2,2,7,4,"Ticino","Wealthy communes","woman",1969,"C","C","D","D","D","D","D","D","D","D","D","C"
1173,70311,59,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1174,11082,23,"general training school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1977,"B","D","C","C","C","C","C","C","C","C","C","C"
1175,2291,71,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1176,110821,60,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1940,"D","D","D","D","D","D","D","D","D","D","D","D"
1177,90151,81,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1919,"D","D","D","D","D","D","D","D","D","D","D","D"
1178,67571,28,"technical or vocational school","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
1179,62321,41,"university, higher specialized school","married",2,2,8,5,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
1180,42781,71,"vocational high education","married",2,0,-3,-3,"Ticino","Peripheral urban communes","man",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
1181,114001,50,"apprenticeship","divorced",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1950,"A","A","A","A","A","A","A","A","A","B","B","B"
1182,94241,52,"vocational high education","single, never married",1,0,-3,-3,"Ticino","Suburban communes","woman",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
1183,35851,57,"compulsory school, elementary vocational training","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1943,"A","A","A","A","A","A","A","A","A","A","A","A"
1184,2421,58,"maturity","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1942,"D","D","D","D","D","D","D","D","D","D","D","D"
1185,49451,51,"vocational high school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1949,"D","D","D","D","D","D","D","D","D","D","D","C"
1186,99621,56,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1944,"D","D","D","D","D","D","D","D","D","D","D","D"
1187,115681,60,"maturity","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","man",1940,"A","A","A","A","A","A","A","A","A","A","A","A"
1188,33951,33,"apprenticeship","married",2,3,9,5,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1967,"C","C","C","C","C","A","A","B","B","B","B","B"
1189,18821,68,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
1190,83851,51,"compulsory school, elementary vocational training","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1949,"D","D","D","D","D","D","D","D","D","D","D","D"
1191,69611,47,"apprenticeship","married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1953,"C","C","C","C","C","C","C","C","C","C","C","C"
1192,75571,27,"apprenticeship","single, never married",2,1,5,5,"Zurich","Suburban communes","woman",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
1193,75641,38,"vocational high school","single, never married",2,0,-3,-3,"Zurich","Centres","man",1962,"B","B","B","B","B","B","B","B","B","B","B","B"
1194,118591,59,"full-time vocational school","married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
1195,27411,32,"apprenticeship","separated",1,0,-3,-3,"Zurich","Centres","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
1196,55151,25,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
1197,125021,22,"maturity","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1978,"D","D","B","B","C","D","D","A","A","D","C","C"
1198,14701,54,"apprenticeship","divorced",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
1199,16741,34,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1966,"B","B","B","B","B","B","B","B","B","B","B","B"
1200,25691,45,"technical or vocational school","divorced",2,2,17,14,"Zurich","Rural commuter communes","woman",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
1201,32431,18,"compulsory school, elementary vocational training","single, never married",4,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","man",1982,"D","D","D","D","D","D","D","D","D","D","D","D"
1202,122991,24,"university, higher specialized school","single, never married",5,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1976,"C","C","C","C","C","D","D","D","A","A","A","A"
1203,62641,46,"maturity","married",2,2,14,12,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
1204,55611,31,"apprenticeship","married",2,1,4,4,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
1205,82961,33,"apprenticeship","married",2,2,9,6,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1967,"D","D","D","D","D","D","C","C","C","D","D","D"
1206,30131,41,"maturity","married",2,1,7,7,"Zurich","Rural commuter communes","woman",1959,"A","C","A","A","A","A","A","A","A","B","B","B"
1207,132931,45,"apprenticeship","married",3,1,15,15,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
1208,116871,43,"vocational high school","married",2,2,13,10,"Lake Geneva (VD, VS, GE)","Centres","woman",1957,"D","D","D","D","D","D","D","D","D","D","D","D"
1209,31571,35,"compulsory school, elementary vocational training","separated",1,2,14,8,"Zurich","Suburban communes","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
1210,58451,55,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
1211,118531,33,"full-time vocational school","married",2,2,5,2,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1967,"B","B","B","B","B","B","B","B","B","B","B","B"
